2025-09-13 11:56:49 UTC | INFO     | __main__ | 🚀 Starting Telegram Bot...
2025-09-13 12:08:09 UTC | INFO     | __main__ | ⏰ Scheduler stopped
2025-09-13 12:08:09 UTC | INFO     | __main__ | 🤖 Bot session closed
2025-09-13 12:08:09 UTC | INFO     | __main__ | ✅ Graceful shutdown completed
2025-09-13 12:08:12 UTC | INFO     | __main__ | 🚀 Starting Telegram Bot...
2025-09-13 12:08:12 UTC | INFO     | __main__ | 📅 Start time: 2025-09-13 15:08:12.903174+03:00
2025-09-13 12:08:12 UTC | INFO     | __main__ | 🤖 Bot created with token: 83143487...
2025-09-13 12:08:12 UTC | INFO     | __main__ | 📡 Dispatcher configured with routers
2025-09-13 12:08:12 UTC | INFO     | db.db | Database initialized successfully
2025-09-13 12:08:12 UTC | INFO     | db.db | Database initialized: data/bot.sqlite3
2025-09-13 12:08:12 UTC | INFO     | __main__ | 💾 Database initialized successfully
2025-09-13 12:08:12 UTC | INFO     | reports.report_manager | ReportManager initialized with reports directory: reports_output
2025-09-13 12:08:12 UTC | INFO     | utils.adapter | ✅ All adapters initialized successfully
2025-09-13 12:08:12 UTC | INFO     | handlers.commands | ✅ [Commands] Initialized 2 administrators: [272015356, 430284648]
2025-09-13 12:08:12 UTC | INFO     | reports.report_manager | ReportManager initialized with reports directory: reports_output
2025-09-13 12:08:12 UTC | INFO     | reports.unified_excel_template | Creating new subscribers_report.xlsx with base sheets
2025-09-13 12:08:12 UTC | INFO     | reports.unified_excel_template | ✅ Created subscribers_report.xlsx with История and Статистика sheets
2025-09-13 12:08:12 UTC | INFO     | reports.unified_excel_template | UnifiedExcelTemplate initialized: reports_output/subscribers_report.xlsx
2025-09-13 12:08:12 UTC | INFO     | reports.unified_report_manager | UnifiedReportManager initialized with reports directory: reports_output
2025-09-13 12:08:12 UTC | INFO     | reports.scheduler | 🕒 [Scheduler] Initialized with default config
2025-09-13 12:08:12 UTC | INFO     | handlers.commands | 🕒 [Commands] ReportScheduler initialized successfully
2025-09-13 12:08:12 UTC | INFO     | reports.scheduler | 🔧 [Scheduler] Configuration updated: time=09:00:00, chats=0, enabled=False
2025-09-13 12:08:12 UTC | INFO     | __main__ | ⏸️ Scheduler configured but not started (disabled or no target chats)
2025-09-13 12:08:12 UTC | INFO     | __main__ | 🚀 All components initialized successfully
2025-09-13 12:08:13 UTC | INFO     | __main__ | 🤖 Bot started: @statistickzbot (Statistic_bot)
2025-09-13 12:08:13 UTC | INFO     | __main__ | 🔄 Starting bot in polling mode...
2025-09-13 12:10:43 UTC | WARNING  | aiogram.dispatcher | Received SIGTERM signal
2025-09-13 12:10:43 UTC | INFO     | __main__ | 🛑 Starting graceful shutdown...
2025-09-13 12:10:43 UTC | INFO     | __main__ | ⏰ Scheduler stopped
2025-09-13 12:10:43 UTC | INFO     | __main__ | 🤖 Bot session closed
2025-09-13 12:10:43 UTC | INFO     | __main__ | ✅ Graceful shutdown completed
2025-09-13 12:10:47 UTC | INFO     | __main__ | 🚀 Starting Telegram Bot...
2025-09-13 12:10:47 UTC | INFO     | __main__ | 📅 Start time: 2025-09-13 15:10:47.167320+03:00
2025-09-13 12:10:47 UTC | INFO     | __main__ | 🤖 Bot created with token: 83143487...
2025-09-13 12:10:47 UTC | INFO     | __main__ | 📡 Dispatcher configured with routers
2025-09-13 12:10:47 UTC | INFO     | db.db | Database initialized successfully
2025-09-13 12:10:47 UTC | INFO     | db.db | Database initialized: data/bot.sqlite3
2025-09-13 12:10:47 UTC | INFO     | __main__ | 💾 Database initialized successfully
2025-09-13 12:10:47 UTC | INFO     | reports.report_manager | ReportManager initialized with reports directory: reports_output
2025-09-13 12:10:47 UTC | INFO     | utils.adapter | ✅ All adapters initialized successfully
2025-09-13 12:10:47 UTC | INFO     | handlers.commands | ✅ [Commands] Initialized 2 administrators: [272015356, 430284648]
2025-09-13 12:10:47 UTC | INFO     | reports.report_manager | ReportManager initialized with reports directory: reports_output
2025-09-13 12:10:47 UTC | INFO     | reports.unified_excel_template | UnifiedExcelTemplate initialized: reports_output/subscribers_report.xlsx
2025-09-13 12:10:47 UTC | INFO     | reports.unified_report_manager | UnifiedReportManager initialized with reports directory: reports_output
2025-09-13 12:10:47 UTC | INFO     | reports.scheduler | 🕒 [Scheduler] Initialized with default config
2025-09-13 12:10:47 UTC | INFO     | handlers.commands | 🕒 [Commands] ReportScheduler initialized successfully
2025-09-13 12:10:47 UTC | INFO     | reports.scheduler | 🔧 [Scheduler] Configuration updated: time=09:00:00, chats=0, enabled=False
2025-09-13 12:10:47 UTC | INFO     | __main__ | ⏸️ Scheduler configured but not started (disabled or no target chats)
2025-09-13 12:10:47 UTC | INFO     | __main__ | 🚀 All components initialized successfully
2025-09-13 12:10:47 UTC | INFO     | __main__ | 🤖 Bot started: @statistickzbot (Statistic_bot)
2025-09-13 12:10:47 UTC | INFO     | __main__ | 🔄 Starting bot in polling mode...
2025-09-13 12:12:23 UTC | WARNING  | aiogram.dispatcher | Received SIGTERM signal
2025-09-13 12:12:24 UTC | INFO     | __main__ | 🛑 Starting graceful shutdown...
2025-09-13 12:12:24 UTC | INFO     | __main__ | ⏰ Scheduler stopped
2025-09-13 12:12:24 UTC | INFO     | __main__ | 🤖 Bot session closed
2025-09-13 12:12:24 UTC | INFO     | __main__ | ✅ Graceful shutdown completed
2025-09-13 12:12:28 UTC | INFO     | __main__ | 🚀 Starting Telegram Bot...
2025-09-13 12:12:28 UTC | INFO     | __main__ | 📅 Start time: 2025-09-13 15:12:28.214091+03:00
2025-09-13 12:12:28 UTC | INFO     | __main__ | 🤖 Bot created with token: 83143487...
2025-09-13 12:12:28 UTC | INFO     | __main__ | 📡 Dispatcher configured with routers
2025-09-13 12:12:28 UTC | INFO     | db.db | Database initialized successfully
2025-09-13 12:12:28 UTC | INFO     | db.db | Database initialized: data/bot.sqlite3
2025-09-13 12:12:28 UTC | INFO     | __main__ | 💾 Database initialized successfully
2025-09-13 12:12:28 UTC | INFO     | reports.report_manager | ReportManager initialized with reports directory: reports_output
2025-09-13 12:12:28 UTC | INFO     | utils.adapter | ✅ All adapters initialized successfully
2025-09-13 12:12:28 UTC | INFO     | handlers.commands | ✅ [Commands] Initialized 2 administrators: [272015356, 430284648]
2025-09-13 12:12:28 UTC | INFO     | reports.report_manager | ReportManager initialized with reports directory: reports_output
2025-09-13 12:12:28 UTC | INFO     | reports.unified_excel_template | UnifiedExcelTemplate initialized: reports_output/subscribers_report.xlsx
2025-09-13 12:12:28 UTC | INFO     | reports.unified_report_manager | UnifiedReportManager initialized with reports directory: reports_output
2025-09-13 12:12:28 UTC | INFO     | reports.scheduler | 🕒 [Scheduler] Initialized with default config
2025-09-13 12:12:28 UTC | INFO     | handlers.commands | 🕒 [Commands] ReportScheduler initialized successfully
2025-09-13 12:12:28 UTC | INFO     | reports.scheduler | 🔧 [Scheduler] Configuration updated: time=09:00:00, chats=0, enabled=False
2025-09-13 12:12:28 UTC | INFO     | __main__ | ⏸️ Scheduler configured but not started (disabled or no target chats)
2025-09-13 12:12:28 UTC | INFO     | __main__ | 🚀 All components initialized successfully
2025-09-13 12:12:28 UTC | INFO     | __main__ | 🤖 Bot started: @statistickzbot (Statistic_bot)
2025-09-13 12:12:28 UTC | INFO     | __main__ | 🔄 Starting bot in polling mode...
2025-09-13 12:21:51 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:21:51 UTC | WARNING  | aiogram.dispatcher | Sleep for 1.000000 seconds and try again... (tryings = 0, bot id = 8314348716)
2025-09-13 12:21:56 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:21:56 UTC | WARNING  | aiogram.dispatcher | Sleep for 1.263895 seconds and try again... (tryings = 1, bot id = 8314348716)
2025-09-13 12:22:02 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:22:02 UTC | WARNING  | aiogram.dispatcher | Sleep for 1.758914 seconds and try again... (tryings = 2, bot id = 8314348716)
2025-09-13 12:22:08 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:22:08 UTC | WARNING  | aiogram.dispatcher | Sleep for 2.316333 seconds and try again... (tryings = 3, bot id = 8314348716)
2025-09-13 12:22:16 UTC | INFO     | handlers.ui | UI Start command from user 272015356 (@aibekbereketuly)
2025-09-13 12:22:16 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:22:16 UTC | WARNING  | aiogram.dispatcher | Sleep for 1.000000 seconds and try again... (tryings = 0, bot id = 8314348716)
2025-09-13 12:22:20 UTC | INFO     | reports | Report started: full_export for all_data
2025-09-13 12:22:20 UTC | ERROR    | reports | Report failed: full_export for all_data, error=At least one sheet must be visible
2025-09-13 12:22:20 UTC | ERROR    | reports.report_manager | Failed to export full database: At least one sheet must be visible
2025-09-13 12:22:20 UTC | ERROR    | utils.adapter | Failed to export excel full: At least one sheet must be visible
Traceback (most recent call last):
  File "/home/runner/workspace/bot_project/utils/adapter.py", line 361, in export_excel
    return self.report_manager.export_full_database()
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/runner/workspace/bot_project/reports/report_manager.py", line 321, in export_full_database
    wb.save(file_path)
  File "/home/runner/workspace/.pythonlibs/lib/python3.11/site-packages/openpyxl/workbook/workbook.py", line 386, in save
    save_workbook(self, filename)
  File "/home/runner/workspace/.pythonlibs/lib/python3.11/site-packages/openpyxl/writer/excel.py", line 294, in save_workbook
    writer.save()
  File "/home/runner/workspace/.pythonlibs/lib/python3.11/site-packages/openpyxl/writer/excel.py", line 275, in save
    self.write_data()
  File "/home/runner/workspace/.pythonlibs/lib/python3.11/site-packages/openpyxl/writer/excel.py", line 89, in write_data
    archive.writestr(ARC_WORKBOOK, writer.write())
                                   ^^^^^^^^^^^^^^
  File "/home/runner/workspace/.pythonlibs/lib/python3.11/site-packages/openpyxl/workbook/_writer.py", line 150, in write
    self.write_views()
  File "/home/runner/workspace/.pythonlibs/lib/python3.11/site-packages/openpyxl/workbook/_writer.py", line 137, in write_views
    active = get_active_sheet(self.wb)
             ^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/runner/workspace/.pythonlibs/lib/python3.11/site-packages/openpyxl/workbook/_writer.py", line 35, in get_active_sheet
    raise IndexError("At least one sheet must be visible")
IndexError: At least one sheet must be visible
2025-09-13 12:22:20 UTC | ERROR    | handlers.ui | Error exporting excel: At least one sheet must be visible
Traceback (most recent call last):
  File "/home/runner/workspace/bot_project/handlers/ui.py", line 531, in handle_export_excel
    file_path = export_excel("full")
                ^^^^^^^^^^^^^^^^^^^^
  File "/home/runner/workspace/bot_project/utils/adapter.py", line 537, in export_excel
    return get_report_adapter().export_excel(report_type)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/runner/workspace/bot_project/utils/adapter.py", line 361, in export_excel
    return self.report_manager.export_full_database()
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/runner/workspace/bot_project/reports/report_manager.py", line 321, in export_full_database
    wb.save(file_path)
  File "/home/runner/workspace/.pythonlibs/lib/python3.11/site-packages/openpyxl/workbook/workbook.py", line 386, in save
    save_workbook(self, filename)
  File "/home/runner/workspace/.pythonlibs/lib/python3.11/site-packages/openpyxl/writer/excel.py", line 294, in save_workbook
    writer.save()
  File "/home/runner/workspace/.pythonlibs/lib/python3.11/site-packages/openpyxl/writer/excel.py", line 275, in save
    self.write_data()
  File "/home/runner/workspace/.pythonlibs/lib/python3.11/site-packages/openpyxl/writer/excel.py", line 89, in write_data
    archive.writestr(ARC_WORKBOOK, writer.write())
                                   ^^^^^^^^^^^^^^
  File "/home/runner/workspace/.pythonlibs/lib/python3.11/site-packages/openpyxl/workbook/_writer.py", line 150, in write
    self.write_views()
  File "/home/runner/workspace/.pythonlibs/lib/python3.11/site-packages/openpyxl/workbook/_writer.py", line 137, in write_views
    active = get_active_sheet(self.wb)
             ^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/runner/workspace/.pythonlibs/lib/python3.11/site-packages/openpyxl/workbook/_writer.py", line 35, in get_active_sheet
    raise IndexError("At least one sheet must be visible")
IndexError: At least one sheet must be visible
2025-09-13 12:22:24 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:22:24 UTC | WARNING  | aiogram.dispatcher | Sleep for 1.000000 seconds and try again... (tryings = 0, bot id = 8314348716)
2025-09-13 12:22:29 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:22:29 UTC | WARNING  | aiogram.dispatcher | Sleep for 1.302928 seconds and try again... (tryings = 1, bot id = 8314348716)
2025-09-13 12:22:35 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:22:35 UTC | WARNING  | aiogram.dispatcher | Sleep for 1.649538 seconds and try again... (tryings = 2, bot id = 8314348716)
2025-09-13 12:22:40 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:22:40 UTC | WARNING  | aiogram.dispatcher | Sleep for 2.042640 seconds and try again... (tryings = 3, bot id = 8314348716)
2025-09-13 12:22:47 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:22:47 UTC | WARNING  | aiogram.dispatcher | Sleep for 2.429911 seconds and try again... (tryings = 4, bot id = 8314348716)
2025-09-13 12:22:54 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:22:54 UTC | WARNING  | aiogram.dispatcher | Sleep for 3.175079 seconds and try again... (tryings = 5, bot id = 8314348716)
2025-09-13 12:23:03 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:23:03 UTC | WARNING  | aiogram.dispatcher | Sleep for 4.031020 seconds and try again... (tryings = 6, bot id = 8314348716)
2025-09-13 12:23:10 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:23:10 UTC | WARNING  | aiogram.dispatcher | Sleep for 5.056445 seconds and try again... (tryings = 7, bot id = 8314348716)
2025-09-13 12:23:19 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:23:19 UTC | WARNING  | aiogram.dispatcher | Sleep for 4.794182 seconds and try again... (tryings = 8, bot id = 8314348716)
2025-09-13 12:23:29 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:23:29 UTC | WARNING  | aiogram.dispatcher | Sleep for 4.881540 seconds and try again... (tryings = 9, bot id = 8314348716)
2025-09-13 12:23:40 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:23:40 UTC | WARNING  | aiogram.dispatcher | Sleep for 4.861967 seconds and try again... (tryings = 10, bot id = 8314348716)
2025-09-13 12:23:50 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:23:50 UTC | WARNING  | aiogram.dispatcher | Sleep for 5.163106 seconds and try again... (tryings = 11, bot id = 8314348716)
2025-09-13 12:24:00 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:24:00 UTC | WARNING  | aiogram.dispatcher | Sleep for 5.081527 seconds and try again... (tryings = 12, bot id = 8314348716)
2025-09-13 12:24:10 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:24:10 UTC | WARNING  | aiogram.dispatcher | Sleep for 5.117938 seconds and try again... (tryings = 13, bot id = 8314348716)
2025-09-13 12:24:20 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:24:20 UTC | WARNING  | aiogram.dispatcher | Sleep for 5.001805 seconds and try again... (tryings = 14, bot id = 8314348716)
2025-09-13 12:24:31 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:24:31 UTC | WARNING  | aiogram.dispatcher | Sleep for 4.851166 seconds and try again... (tryings = 15, bot id = 8314348716)
2025-09-13 12:24:41 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:24:41 UTC | WARNING  | aiogram.dispatcher | Sleep for 4.935322 seconds and try again... (tryings = 16, bot id = 8314348716)
2025-09-13 12:24:51 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:24:51 UTC | WARNING  | aiogram.dispatcher | Sleep for 5.009493 seconds and try again... (tryings = 17, bot id = 8314348716)
2025-09-13 12:25:02 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:25:02 UTC | WARNING  | aiogram.dispatcher | Sleep for 4.962417 seconds and try again... (tryings = 18, bot id = 8314348716)
2025-09-13 12:25:12 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:25:12 UTC | WARNING  | aiogram.dispatcher | Sleep for 4.987810 seconds and try again... (tryings = 19, bot id = 8314348716)
2025-09-13 12:25:22 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:25:22 UTC | WARNING  | aiogram.dispatcher | Sleep for 5.146017 seconds and try again... (tryings = 20, bot id = 8314348716)
2025-09-13 12:25:32 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:25:32 UTC | WARNING  | aiogram.dispatcher | Sleep for 5.156127 seconds and try again... (tryings = 21, bot id = 8314348716)
2025-09-13 12:25:43 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:25:43 UTC | WARNING  | aiogram.dispatcher | Sleep for 5.121199 seconds and try again... (tryings = 22, bot id = 8314348716)
2025-09-13 12:25:53 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:25:53 UTC | WARNING  | aiogram.dispatcher | Sleep for 4.915815 seconds and try again... (tryings = 23, bot id = 8314348716)
2025-09-13 12:26:03 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:26:03 UTC | WARNING  | aiogram.dispatcher | Sleep for 4.884309 seconds and try again... (tryings = 24, bot id = 8314348716)
2025-09-13 12:26:13 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:26:13 UTC | WARNING  | aiogram.dispatcher | Sleep for 4.937736 seconds and try again... (tryings = 25, bot id = 8314348716)
2025-09-13 12:26:24 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:26:24 UTC | WARNING  | aiogram.dispatcher | Sleep for 5.016637 seconds and try again... (tryings = 26, bot id = 8314348716)
2025-09-13 12:26:34 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:26:34 UTC | WARNING  | aiogram.dispatcher | Sleep for 5.017756 seconds and try again... (tryings = 27, bot id = 8314348716)
2025-09-13 12:26:44 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:26:44 UTC | WARNING  | aiogram.dispatcher | Sleep for 4.979967 seconds and try again... (tryings = 28, bot id = 8314348716)
2025-09-13 12:26:55 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:26:55 UTC | WARNING  | aiogram.dispatcher | Sleep for 5.112079 seconds and try again... (tryings = 29, bot id = 8314348716)
2025-09-13 12:27:05 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:27:05 UTC | WARNING  | aiogram.dispatcher | Sleep for 5.146241 seconds and try again... (tryings = 30, bot id = 8314348716)
2025-09-13 12:27:16 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:27:16 UTC | WARNING  | aiogram.dispatcher | Sleep for 5.263876 seconds and try again... (tryings = 31, bot id = 8314348716)
2025-09-13 12:27:26 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-13 12:27:26 UTC | WARNING  | aiogram.dispatcher | Sleep for 4.985799 seconds and try again... (tryings = 32, bot id = 8314348716)
2025-09-13 12:27:36 UTC | ERROR    | aiogram.dispatcher | Failed to fetch updates - TelegramConflictError: Telegram server says - Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
